size,type,threshold,median_us
61700,random,0,25069
61700,reversed,0,14690
61700,almost,0,14789
61700,random,5,15212
61700,reversed,5,9034
61700,almost,5,10425
61700,random,10,14036
61700,reversed,10,9915
61700,almost,10,9311
61700,random,20,13324
61700,reversed,20,8008
61700,almost,20,8153
61700,random,30,13792
61700,reversed,30,9398
61700,almost,30,7712
61700,random,50,14587
61700,reversed,50,9707
61700,almost,50,7725
61800,random,0,21160
61800,reversed,0,15889
61800,almost,0,19460
61800,random,5,36454
61800,reversed,5,18811
61800,almost,5,19969
61800,random,10,28953
61800,reversed,10,10349
61800,almost,10,16252
61800,random,20,16955
61800,reversed,20,9191
61800,almost,20,10855
61800,random,30,20304
61800,reversed,30,14588
61800,almost,30,8883
61800,random,50,14793
61800,reversed,50,9770
61800,almost,50,7303
61900,random,0,23430
61900,reversed,0,16435
61900,almost,0,15382
61900,random,5,15577
61900,reversed,5,10459
61900,almost,5,11397
61900,random,10,14660
61900,reversed,10,8760
61900,almost,10,9178
61900,random,20,13858
61900,reversed,20,7770
61900,almost,20,7893
61900,random,30,13586
61900,reversed,30,8575
61900,almost,30,7528
61900,random,50,13071
61900,reversed,50,8674
61900,almost,50,7896
62000,random,0,22713
62000,reversed,0,15023
62000,almost,0,14815
62000,random,5,14354
62000,reversed,5,9121
62000,almost,5,9717
62000,random,10,13629
62000,reversed,10,7830
62000,almost,10,8501
62000,random,20,14645
62000,reversed,20,7959
62000,almost,20,7839
62000,random,30,13466
62000,reversed,30,8690
62000,almost,30,8555
62000,random,50,19452
62000,reversed,50,19938
62000,almost,50,16133
62100,random,0,34361
62100,reversed,0,32872
62100,almost,0,33781
62100,random,5,29437
62100,reversed,5,11860
62100,almost,5,12305
62100,random,10,15546
62100,reversed,10,8587
62100,almost,10,8853
62100,random,20,13218
62100,reversed,20,7865
62100,almost,20,8245
62100,random,30,15292
62100,reversed,30,9283
62100,almost,30,8071
62100,random,50,13764
62100,reversed,50,8956
62100,almost,50,7072
62200,random,0,23208
62200,reversed,0,17060
62200,almost,0,16202
62200,random,5,16316
62200,reversed,5,11273
62200,almost,5,10772
62200,random,10,15266
62200,reversed,10,11104
62200,almost,10,10350
62200,random,20,14185
62200,reversed,20,8139
62200,almost,20,9057
62200,random,30,13891
62200,reversed,30,8376
62200,almost,30,8107
62200,random,50,14848
62200,reversed,50,21924
62200,almost,50,15874
62300,random,0,34558
62300,reversed,0,18844
62300,almost,0,16619
62300,random,5,21813
62300,reversed,5,10159
62300,almost,5,10565
62300,random,10,18902
62300,reversed,10,8817
62300,almost,10,9546
62300,random,20,14965
62300,reversed,20,8318
62300,almost,20,9127
62300,random,30,14822
62300,reversed,30,9454
62300,almost,30,9041
62300,random,50,17161
62300,reversed,50,10768
62300,almost,50,8538
62400,random,0,21859
62400,reversed,0,14581
62400,almost,0,15655
62400,random,5,15505
62400,reversed,5,9304
62400,almost,5,9920
62400,random,10,13590
62400,reversed,10,8814
62400,almost,10,11562
62400,random,20,14944
62400,reversed,20,8263
62400,almost,20,8195
62400,random,30,14943
62400,reversed,30,9173
62400,almost,30,7952
62400,random,50,14336
62400,reversed,50,10402
62400,almost,50,7541
62500,random,0,21783
62500,reversed,0,16416
62500,almost,0,16177
62500,random,5,16843
62500,reversed,5,10767
62500,almost,5,10453
62500,random,10,14360
62500,reversed,10,8334
62500,almost,10,11333
62500,random,20,16297
62500,reversed,20,12947
62500,almost,20,13561
62500,random,30,17474
62500,reversed,30,11479
62500,almost,30,11261
62500,random,50,17808
62500,reversed,50,12061
62500,almost,50,10112
62600,random,0,31520
62600,reversed,0,22913
62600,almost,0,22638
62600,random,5,17879
62600,reversed,5,10139
62600,almost,5,10240
62600,random,10,14404
62600,reversed,10,11777
62600,almost,10,11511
62600,random,20,14299
62600,reversed,20,7962
62600,almost,20,7860
62600,random,30,13323
62600,reversed,30,8142
62600,almost,30,8092
62600,random,50,12616
62600,reversed,50,8305
62600,almost,50,7333
62700,random,0,20546
62700,reversed,0,16319
62700,almost,0,18838
62700,random,5,17426
62700,reversed,5,9520
62700,almost,5,9847
62700,random,10,14595
62700,reversed,10,7967
62700,almost,10,9853
62700,random,20,13713
62700,reversed,20,7740
62700,almost,20,7660
62700,random,30,13012
62700,reversed,30,8215
62700,almost,30,7260
62700,random,50,13500
62700,reversed,50,8753
62700,almost,50,6755
62800,random,0,21485
62800,reversed,0,15628
62800,almost,0,15824
62800,random,5,23760
62800,reversed,5,14403
62800,almost,5,15691
62800,random,10,22716
62800,reversed,10,19241
62800,almost,10,10824
62800,random,20,15943
62800,reversed,20,8395
62800,almost,20,9236
62800,random,30,15559
62800,reversed,30,9160
62800,almost,30,9551
62800,random,50,17686
62800,reversed,50,9953
62800,almost,50,8182
62900,random,0,22862
62900,reversed,0,16759
62900,almost,0,16118
62900,random,5,15553
62900,reversed,5,9104
62900,almost,5,10931
62900,random,10,15608
62900,reversed,10,8692
62900,almost,10,9506
62900,random,20,14101
62900,reversed,20,7429
62900,almost,20,7830
62900,random,30,13896
62900,reversed,30,8591
62900,almost,30,8726
62900,random,50,14146
62900,reversed,50,8691
62900,almost,50,7056
63000,random,0,21896
63000,reversed,0,15211
63000,almost,0,16013
63000,random,5,15898
63000,reversed,5,9528
63000,almost,5,10938
63000,random,10,14842
63000,reversed,10,9529
63000,almost,10,10130
63000,random,20,13593
63000,reversed,20,7927
63000,almost,20,8102
63000,random,30,14470
63000,reversed,30,8807
63000,almost,30,7482
63000,random,50,13017
63000,reversed,50,8474
63000,almost,50,7663
63100,random,0,19518
63100,reversed,0,14930
63100,almost,0,15639
63100,random,5,16744
63100,reversed,5,9627
63100,almost,5,9850
63100,random,10,13512
63100,reversed,10,8502
63100,almost,10,8683
63100,random,20,13785
63100,reversed,20,9381
63100,almost,20,9395
63100,random,30,14464
63100,reversed,30,7657
63100,almost,30,8008
63100,random,50,13769
63100,reversed,50,9609
63100,almost,50,7778
63200,random,0,24024
63200,reversed,0,14473
63200,almost,0,15130
63200,random,5,15301
63200,reversed,5,9293
63200,almost,5,10200
63200,random,10,14110
63200,reversed,10,9237
63200,almost,10,9398
63200,random,20,13866
63200,reversed,20,7827
63200,almost,20,7937
63200,random,30,13510
63200,reversed,30,8232
63200,almost,30,7662
63200,random,50,13254
63200,reversed,50,8788
63200,almost,50,7767
63300,random,0,21796
63300,reversed,0,14537
63300,almost,0,15169
63300,random,5,16592
63300,reversed,5,11207
63300,almost,5,10343
63300,random,10,14672
63300,reversed,10,8474
63300,almost,10,11013
63300,random,20,14073
63300,reversed,20,8404
63300,almost,20,8693
63300,random,30,14047
63300,reversed,30,8400
63300,almost,30,8238
63300,random,50,14521
63300,reversed,50,9657
63300,almost,50,7931
63400,random,0,23389
63400,reversed,0,34243
63400,almost,0,39863
63400,random,5,28824
63400,reversed,5,14782
63400,almost,5,17112
63400,random,10,16713
63400,reversed,10,9662
63400,almost,10,11510
63400,random,20,17359
63400,reversed,20,11327
63400,almost,20,12587
63400,random,30,18871
63400,reversed,30,10674
63400,almost,30,9402
63400,random,50,15355
63400,reversed,50,10255
63400,almost,50,8092
63500,random,0,21311
63500,reversed,0,14991
63500,almost,0,15808
63500,random,5,16500
63500,reversed,5,10369
63500,almost,5,10481
63500,random,10,15242
63500,reversed,10,8662
63500,almost,10,9398
63500,random,20,14286
63500,reversed,20,9917
63500,almost,20,9690
63500,random,30,18019
63500,reversed,30,8536
63500,almost,30,8366
63500,random,50,14502
63500,reversed,50,10029
63500,almost,50,8229
63600,random,0,23385
63600,reversed,0,16057
63600,almost,0,16917
63600,random,5,17549
63600,reversed,5,23739
63600,almost,5,22356
63600,random,10,19418
63600,reversed,10,13737
63600,almost,10,11714
63600,random,20,17135
63600,reversed,20,9356
63600,almost,20,10693
63600,random,30,24052
63600,reversed,30,11532
63600,almost,30,10483
63600,random,50,16724
63600,reversed,50,9894
63600,almost,50,7595
63700,random,0,22984
63700,reversed,0,15888
63700,almost,0,17006
63700,random,5,16531
63700,reversed,5,9561
63700,almost,5,10099
63700,random,10,14219
63700,reversed,10,8369
63700,almost,10,10535
63700,random,20,15077
63700,reversed,20,8289
63700,almost,20,8440
63700,random,30,13641
63700,reversed,30,7973
63700,almost,30,10162
63700,random,50,17675
63700,reversed,50,9678
63700,almost,50,7607
63800,random,0,21701
63800,reversed,0,15471
63800,almost,0,16564
63800,random,5,16110
63800,reversed,5,9257
63800,almost,5,9934
63800,random,10,13703
63800,reversed,10,8413
63800,almost,10,9207
63800,random,20,13094
63800,reversed,20,7731
63800,almost,20,7920
63800,random,30,14705
63800,reversed,30,8683
63800,almost,30,8090
63800,random,50,13477
63800,reversed,50,9102
63800,almost,50,7408
63900,random,0,20377
63900,reversed,0,14686
63900,almost,0,15921
63900,random,5,16037
63900,reversed,5,10729
63900,almost,5,11747
63900,random,10,15144
63900,reversed,10,9044
63900,almost,10,10266
63900,random,20,14070
63900,reversed,20,8284
63900,almost,20,8140
63900,random,30,14009
63900,reversed,30,8352
63900,almost,30,8161
63900,random,50,13754
63900,reversed,50,9211
63900,almost,50,7355
64000,random,0,21698
64000,reversed,0,14580
64000,almost,0,15386
64000,random,5,17636
64000,reversed,5,10249
64000,almost,5,11057
64000,random,10,14386
64000,reversed,10,8878
64000,almost,10,9222
64000,random,20,13765
64000,reversed,20,8179
64000,almost,20,8327
64000,random,30,13829
64000,reversed,30,8232
64000,almost,30,7957
64000,random,50,17772
64000,reversed,50,10561
64000,almost,50,8106
64100,random,0,20584
64100,reversed,0,14222
64100,almost,0,20966
64100,random,5,15610
64100,reversed,5,10608
64100,almost,5,10939
64100,random,10,14378
64100,reversed,10,8303
64100,almost,10,9173
64100,random,20,13083
64100,reversed,20,8091
64100,almost,20,7868
64100,random,30,13619
64100,reversed,30,8341
64100,almost,30,8175
64100,random,50,13261
64100,reversed,50,8976
64100,almost,50,9171
64200,random,0,27322
64200,reversed,0,16847
64200,almost,0,17629
64200,random,5,16562
64200,reversed,5,9758
64200,almost,5,11037
64200,random,10,15445
64200,reversed,10,8936
64200,almost,10,9644
64200,random,20,13573
64200,reversed,20,8094
64200,almost,20,9189
64200,random,30,14596
64200,reversed,30,8515
64200,almost,30,8109
64200,random,50,14086
64200,reversed,50,9768
64200,almost,50,7718
64300,random,0,23716
64300,reversed,0,15687
64300,almost,0,22081
64300,random,5,17422
64300,reversed,5,10819
64300,almost,5,13167
64300,random,10,18007
64300,reversed,10,9710
64300,almost,10,10121
64300,random,20,14319
64300,reversed,20,8150
64300,almost,20,8180
64300,random,30,14141
64300,reversed,30,7885
64300,almost,30,8799
64300,random,50,14647
64300,reversed,50,9946
64300,almost,50,8306
64400,random,0,24616
64400,reversed,0,17506
64400,almost,0,17083
64400,random,5,18749
64400,reversed,5,11307
64400,almost,5,11172
64400,random,10,18437
64400,reversed,10,9443
64400,almost,10,9920
64400,random,20,17975
64400,reversed,20,15178
64400,almost,20,12370
64400,random,30,23771
64400,reversed,30,15183
64400,almost,30,14058
64400,random,50,23927
64400,reversed,50,16500
64400,almost,50,10600
64500,random,0,41630
64500,reversed,0,18648
64500,almost,0,20301
64500,random,5,18291
64500,reversed,5,12984
64500,almost,5,11919
64500,random,10,15403
64500,reversed,10,9389
64500,almost,10,9836
64500,random,20,16261
64500,reversed,20,10735
64500,almost,20,9105
64500,random,30,17135
64500,reversed,30,9812
64500,almost,30,8744
64500,random,50,13838
64500,reversed,50,16538
64500,almost,50,9825
64600,random,0,23060
64600,reversed,0,15136
64600,almost,0,15170
64600,random,5,15166
64600,reversed,5,9334
64600,almost,5,10237
64600,random,10,16271
64600,reversed,10,9927
64600,almost,10,11422
64600,random,20,15826
64600,reversed,20,9301
64600,almost,20,22573
64600,random,30,29512
64600,reversed,30,14316
64600,almost,30,19277
64600,random,50,19359
64600,reversed,50,12272
64600,almost,50,10670
64700,random,0,37591
64700,reversed,0,19747
64700,almost,0,19119
64700,random,5,16513
64700,reversed,5,9931
64700,almost,5,10642
64700,random,10,14831
64700,reversed,10,8367
64700,almost,10,9199
64700,random,20,13446
64700,reversed,20,8210
64700,almost,20,8442
64700,random,30,13033
64700,reversed,30,8360
64700,almost,30,8587
64700,random,50,14130
64700,reversed,50,8671
64700,almost,50,7621
64800,random,0,21734
64800,reversed,0,15238
64800,almost,0,14903
64800,random,5,14927
64800,reversed,5,9945
64800,almost,5,9860
64800,random,10,14168
64800,reversed,10,8690
64800,almost,10,9719
64800,random,20,13618
64800,reversed,20,8528
64800,almost,20,7871
64800,random,30,14850
64800,reversed,30,8401
64800,almost,30,8314
64800,random,50,14341
64800,reversed,50,9821
64800,almost,50,7668
64900,random,0,21459
64900,reversed,0,14812
64900,almost,0,17461
64900,random,5,16148
64900,reversed,5,9440
64900,almost,5,10564
64900,random,10,14393
64900,reversed,10,8195
64900,almost,10,9567
64900,random,20,14759
64900,reversed,20,8599
64900,almost,20,8329
64900,random,30,13913
64900,reversed,30,8721
64900,almost,30,8978
64900,random,50,14678
64900,reversed,50,10328
64900,almost,50,7569
65000,random,0,21108
65000,reversed,0,15210
65000,almost,0,15015
65000,random,5,16141
65000,reversed,5,9446
65000,almost,5,10734
65000,random,10,13870
65000,reversed,10,8549
65000,almost,10,9834
65000,random,20,13837
65000,reversed,20,7932
65000,almost,20,9014
65000,random,30,14251
65000,reversed,30,8344
65000,almost,30,8230
65000,random,50,13826
65000,reversed,50,8940
65000,almost,50,7201
65100,random,0,22091
65100,reversed,0,14495
65100,almost,0,15077
65100,random,5,17065
65100,reversed,5,9205
65100,almost,5,10884
65100,random,10,14890
65100,reversed,10,8561
65100,almost,10,8954
65100,random,20,13684
65100,reversed,20,8677
65100,almost,20,7842
65100,random,30,13796
65100,reversed,30,8136
65100,almost,30,8067
65100,random,50,14278
65100,reversed,50,9445
65100,almost,50,7825
65200,random,0,21226
65200,reversed,0,14824
65200,almost,0,16058
65200,random,5,15434
65200,reversed,5,10128
65200,almost,5,10777
65200,random,10,14372
65200,reversed,10,8123
65200,almost,10,9163
65200,random,20,13121
65200,reversed,20,8673
65200,almost,20,8374
65200,random,30,14808
65200,reversed,30,8712
65200,almost,30,8253
65200,random,50,14268
65200,reversed,50,9813
65200,almost,50,7305
65300,random,0,20606
65300,reversed,0,16099
65300,almost,0,16325
65300,random,5,16218
65300,reversed,5,9927
65300,almost,5,10646
65300,random,10,14093
65300,reversed,10,9093
65300,almost,10,9090
65300,random,20,13930
65300,reversed,20,8411
65300,almost,20,8515
65300,random,30,14629
65300,reversed,30,8508
65300,almost,30,9100
65300,random,50,14133
65300,reversed,50,10535
65300,almost,50,7469
65400,random,0,24132
65400,reversed,0,16332
65400,almost,0,16431
65400,random,5,16413
65400,reversed,5,9995
65400,almost,5,10719
65400,random,10,14945
65400,reversed,10,9067
65400,almost,10,9683
65400,random,20,23223
65400,reversed,20,11931
65400,almost,20,18145
65400,random,30,32514
65400,reversed,30,17166
65400,almost,30,11892
65400,random,50,22566
65400,reversed,50,13805
65400,almost,50,8904
65500,random,0,25004
65500,reversed,0,15682
65500,almost,0,16299
65500,random,5,18297
65500,reversed,5,11947
65500,almost,5,11798
65500,random,10,16146
65500,reversed,10,9387
65500,almost,10,10519
65500,random,20,15301
65500,reversed,20,8789
65500,almost,20,8857
65500,random,30,20601
65500,reversed,30,9236
65500,almost,30,9200
65500,random,50,15415
65500,reversed,50,9919
65500,almost,50,7799
65600,random,0,22247
65600,reversed,0,15107
65600,almost,0,18926
65600,random,5,17863
65600,reversed,5,10919
65600,almost,5,11570
65600,random,10,15544
65600,reversed,10,12951
65600,almost,10,9978
65600,random,20,13870
65600,reversed,20,8639
65600,almost,20,9504
65600,random,30,18506
65600,reversed,30,23691
65600,almost,30,20326
65600,random,50,23022
65600,reversed,50,13705
65600,almost,50,9313
65700,random,0,27157
65700,reversed,0,18109
65700,almost,0,18109
65700,random,5,18063
65700,reversed,5,10680
65700,almost,5,11566
65700,random,10,15660
65700,reversed,10,9577
65700,almost,10,9572
65700,random,20,15068
65700,reversed,20,8758
65700,almost,20,9376
65700,random,30,15864
65700,reversed,30,9152
65700,almost,30,9346
65700,random,50,15852
65700,reversed,50,10982
65700,almost,50,8430
65800,random,0,24948
65800,reversed,0,17327
65800,almost,0,17643
65800,random,5,33810
65800,reversed,5,36648
65800,almost,5,17059
65800,random,10,17611
65800,reversed,10,9492
65800,almost,10,11650
65800,random,20,17336
65800,reversed,20,11326
65800,almost,20,10142
65800,random,30,20211
65800,reversed,30,9472
65800,almost,30,9230
65800,random,50,15238
65800,reversed,50,9722
65800,almost,50,8138
65900,random,0,20570
65900,reversed,0,15664
65900,almost,0,16518
65900,random,5,15912
65900,reversed,5,9750
65900,almost,5,10789
65900,random,10,15271
65900,reversed,10,8346
65900,almost,10,9284
65900,random,20,14085
65900,reversed,20,8725
65900,almost,20,8139
65900,random,30,14319
65900,reversed,30,8679
65900,almost,30,9271
65900,random,50,14590
65900,reversed,50,9102
65900,almost,50,7484
66000,random,0,22300
66000,reversed,0,15440
66000,almost,0,16814
66000,random,5,16479
66000,reversed,5,10532
66000,almost,5,10963
66000,random,10,17770
66000,reversed,10,9830
66000,almost,10,10122
66000,random,20,14853
66000,reversed,20,8559
66000,almost,20,8501
66000,random,30,14218
66000,reversed,30,8102
66000,almost,30,8408
66000,random,50,13869
66000,reversed,50,9199
66000,almost,50,8058
66100,random,0,22706
66100,reversed,0,15329
66100,almost,0,16135
66100,random,5,16067
66100,reversed,5,9480
66100,almost,5,10748
66100,random,10,14150
66100,reversed,10,8386
66100,almost,10,8810
66100,random,20,18631
66100,reversed,20,8789
66100,almost,20,8232
66100,random,30,13895
66100,reversed,30,8339
66100,almost,30,8244
66100,random,50,14306
66100,reversed,50,9172
66100,almost,50,7714
66200,random,0,21482
66200,reversed,0,15476
66200,almost,0,17031
66200,random,5,16280
66200,reversed,5,9816
66200,almost,5,10498
66200,random,10,15125
66200,reversed,10,9251
66200,almost,10,9789
66200,random,20,13238
66200,reversed,20,7992
66200,almost,20,8384
66200,random,30,13289
66200,reversed,30,8753
66200,almost,30,8080
66200,random,50,15170
66200,reversed,50,10109
66200,almost,50,7817
66300,random,0,21673
66300,reversed,0,14605
66300,almost,0,16666
66300,random,5,15643
66300,reversed,5,9438
66300,almost,5,11464
66300,random,10,15375
66300,reversed,10,8830
66300,almost,10,9693
66300,random,20,14454
66300,reversed,20,8552
66300,almost,20,8300
66300,random,30,13438
66300,reversed,30,7812
66300,almost,30,8255
66300,random,50,13664
66300,reversed,50,9419
66300,almost,50,8067
66400,random,0,21386
66400,reversed,0,15181
66400,almost,0,15956
66400,random,5,16452
66400,reversed,5,10031
66400,almost,5,11202
66400,random,10,14418
66400,reversed,10,9294
66400,almost,10,9158
66400,random,20,13520
66400,reversed,20,8790
66400,almost,20,7899
66400,random,30,14033
66400,reversed,30,8736
66400,almost,30,8901
66400,random,50,13985
66400,reversed,50,10155
66400,almost,50,7906
66500,random,0,21285
66500,reversed,0,14900
66500,almost,0,15135
66500,random,5,16935
66500,reversed,5,9932
66500,almost,5,11014
66500,random,10,14754
66500,reversed,10,9347
66500,almost,10,9932
66500,random,20,14798
66500,reversed,20,8978
66500,almost,20,8076
66500,random,30,14757
66500,reversed,30,7835
66500,almost,30,8623
66500,random,50,13640
66500,reversed,50,9496
66500,almost,50,7824
66600,random,0,21233
66600,reversed,0,14977
66600,almost,0,16639
66600,random,5,19825
66600,reversed,5,10185
66600,almost,5,10946
66600,random,10,15404
66600,reversed,10,8111
66600,almost,10,9247
66600,random,20,15035
66600,reversed,20,8034
66600,almost,20,8451
66600,random,30,14090
66600,reversed,30,8230
66600,almost,30,8621
66600,random,50,13602
66600,reversed,50,9059
66600,almost,50,7692
66700,random,0,22547
66700,reversed,0,14478
66700,almost,0,16884
66700,random,5,24676
66700,reversed,5,9815
66700,almost,5,10919
66700,random,10,15629
66700,reversed,10,10171
66700,almost,10,9597
66700,random,20,14449
66700,reversed,20,8511
66700,almost,20,8616
66700,random,30,14093
66700,reversed,30,9008
66700,almost,30,8471
66700,random,50,14102
66700,reversed,50,9263
66700,almost,50,7621
66800,random,0,21130
66800,reversed,0,17171
66800,almost,0,15663
66800,random,5,15847
66800,reversed,5,10048
66800,almost,5,10547
66800,random,10,14501
66800,reversed,10,8814
66800,almost,10,9816
66800,random,20,13926
66800,reversed,20,8839
66800,almost,20,10663
66800,random,30,14277
66800,reversed,30,8509
66800,almost,30,8833
66800,random,50,14939
66800,reversed,50,10370
66800,almost,50,8908
66900,random,0,50716
66900,reversed,0,16694
66900,almost,0,18791
66900,random,5,29580
66900,reversed,5,20459
66900,almost,5,17523
66900,random,10,24273
66900,reversed,10,10442
66900,almost,10,13398
66900,random,20,22353
66900,reversed,20,9045
66900,almost,20,8879
66900,random,30,14499
66900,reversed,30,8800
66900,almost,30,8815
66900,random,50,14455
66900,reversed,50,10135
66900,almost,50,8535
67000,random,0,21826
67000,reversed,0,15842
67000,almost,0,16459
67000,random,5,16314
67000,reversed,5,10585
67000,almost,5,10420
67000,random,10,15372
67000,reversed,10,9151
67000,almost,10,10176
67000,random,20,14362
67000,reversed,20,8475
67000,almost,20,8576
67000,random,30,15559
67000,reversed,30,8982
67000,almost,30,8536
67000,random,50,14302
67000,reversed,50,10480
67000,almost,50,7355
67100,random,0,21340
67100,reversed,0,15569
67100,almost,0,16787
67100,random,5,16292
67100,reversed,5,9650
67100,almost,5,10307
67100,random,10,15466
67100,reversed,10,8434
67100,almost,10,9176
67100,random,20,14819
67100,reversed,20,8444
67100,almost,20,8443
67100,random,30,15078
67100,reversed,30,8211
67100,almost,30,8358
67100,random,50,14679
67100,reversed,50,9587
67100,almost,50,8079
67200,random,0,22012
67200,reversed,0,15825
67200,almost,0,15809
67200,random,5,16303
67200,reversed,5,10579
67200,almost,5,10331
67200,random,10,15113
67200,reversed,10,8753
67200,almost,10,9291
67200,random,20,13826
67200,reversed,20,8243
67200,almost,20,8608
67200,random,30,15163
67200,reversed,30,8507
67200,almost,30,9267
67200,random,50,14945
67200,reversed,50,10085
67200,almost,50,8051
67300,random,0,24926
67300,reversed,0,16006
67300,almost,0,16722
67300,random,5,16026
67300,reversed,5,9786
67300,almost,5,11283
67300,random,10,15725
67300,reversed,10,8868
67300,almost,10,9215
67300,random,20,14597
67300,reversed,20,8189
67300,almost,20,8719
67300,random,30,14695
67300,reversed,30,8927
67300,almost,30,8757
67300,random,50,15150
67300,reversed,50,9973
67300,almost,50,7430
67400,random,0,21813
67400,reversed,0,16285
67400,almost,0,17276
67400,random,5,16344
67400,reversed,5,10497
67400,almost,5,10853
67400,random,10,14271
67400,reversed,10,8350
67400,almost,10,9445
67400,random,20,14367
67400,reversed,20,8076
67400,almost,20,8913
67400,random,30,13691
67400,reversed,30,8488
67400,almost,30,8806
67400,random,50,15984
67400,reversed,50,9925
67400,almost,50,7713
67500,random,0,21792
67500,reversed,0,15152
67500,almost,0,16393
67500,random,5,16246
67500,reversed,5,10004
67500,almost,5,10567
67500,random,10,14588
67500,reversed,10,8787
67500,almost,10,9603
67500,random,20,14036
67500,reversed,20,9323
67500,almost,20,8640
67500,random,30,13916
67500,reversed,30,8379
67500,almost,30,9064
67500,random,50,14065
67500,reversed,50,9767
67500,almost,50,7472
67600,random,0,21389
67600,reversed,0,16052
67600,almost,0,16206
67600,random,5,16157
67600,reversed,5,10870
67600,almost,5,10861
67600,random,10,14805
67600,reversed,10,8733
67600,almost,10,10467
67600,random,20,14312
67600,reversed,20,8349
67600,almost,20,8497
67600,random,30,15221
67600,reversed,30,8617
67600,almost,30,8752
67600,random,50,14415
67600,reversed,50,10646
67600,almost,50,8031
67700,random,0,22862
67700,reversed,0,15702
67700,almost,0,25805
67700,random,5,17584
67700,reversed,5,10269
67700,almost,5,11685
67700,random,10,15629
67700,reversed,10,9613
67700,almost,10,9218
67700,random,20,14786
67700,reversed,20,8258
67700,almost,20,8456
67700,random,30,14168
67700,reversed,30,8321
67700,almost,30,8797
67700,random,50,14923
67700,reversed,50,9490
67700,almost,50,7662
67800,random,0,21752
67800,reversed,0,15745
67800,almost,0,17243
67800,random,5,16284
67800,reversed,5,9803
67800,almost,5,10678
67800,random,10,14628
67800,reversed,10,8765
67800,almost,10,9975
67800,random,20,14707
67800,reversed,20,8353
67800,almost,20,8491
67800,random,30,13851
67800,reversed,30,9328
67800,almost,30,8212
67800,random,50,14464
67800,reversed,50,9541
67800,almost,50,7440
67900,random,0,22540
67900,reversed,0,15169
67900,almost,0,16381
67900,random,5,15901
67900,reversed,5,10105
67900,almost,5,10574
67900,random,10,14904
67900,reversed,10,10853
67900,almost,10,9680
67900,random,20,14230
67900,reversed,20,8545
67900,almost,20,8693
67900,random,30,14152
67900,reversed,30,8278
67900,almost,30,8890
67900,random,50,14380
67900,reversed,50,13606
67900,almost,50,8452
68000,random,0,22099
68000,reversed,0,15726
68000,almost,0,16123
68000,random,5,16627
68000,reversed,5,9967
68000,almost,5,10993
68000,random,10,15288
68000,reversed,10,8706
68000,almost,10,10161
68000,random,20,14463
68000,reversed,20,8364
68000,almost,20,8707
68000,random,30,14402
68000,reversed,30,8805
68000,almost,30,8554
68000,random,50,14926
68000,reversed,50,10051
68000,almost,50,7622
68100,random,0,24519
68100,reversed,0,15309
68100,almost,0,16675
68100,random,5,16490
68100,reversed,5,10098
68100,almost,5,10782
68100,random,10,15636
68100,reversed,10,9023
68100,almost,10,9954
68100,random,20,14614
68100,reversed,20,8898
68100,almost,20,8761
68100,random,30,14933
68100,reversed,30,8838
68100,almost,30,8832
68100,random,50,15016
68100,reversed,50,10144
68100,almost,50,8141
68200,random,0,24400
68200,reversed,0,16909
68200,almost,0,20617
68200,random,5,18715
68200,reversed,5,11221
68200,almost,5,13829
68200,random,10,16620
68200,reversed,10,9318
68200,almost,10,9921
68200,random,20,14492
68200,reversed,20,8622
68200,almost,20,8309
68200,random,30,15003
68200,reversed,30,8314
68200,almost,30,8520
68200,random,50,14181
68200,reversed,50,10191
68200,almost,50,8036
68300,random,0,23566
68300,reversed,0,16043
68300,almost,0,16399
68300,random,5,16831
68300,reversed,5,10307
68300,almost,5,10775
68300,random,10,15211
68300,reversed,10,9028
68300,almost,10,9924
68300,random,20,14229
68300,reversed,20,8194
68300,almost,20,9086
68300,random,30,15502
68300,reversed,30,9248
68300,almost,30,9095
68300,random,50,14345
68300,reversed,50,9774
68300,almost,50,7720
68400,random,0,21731
68400,reversed,0,15635
68400,almost,0,16964
68400,random,5,16501
68400,reversed,5,10121
68400,almost,5,10971
68400,random,10,15671
68400,reversed,10,8518
68400,almost,10,10323
68400,random,20,14673
68400,reversed,20,8369
68400,almost,20,8848
68400,random,30,14657
68400,reversed,30,8708
68400,almost,30,8486
68400,random,50,14823
68400,reversed,50,10323
68400,almost,50,7749
68500,random,0,21248
68500,reversed,0,14955
68500,almost,0,17496
68500,random,5,16027
68500,reversed,5,10208
68500,almost,5,10426
68500,random,10,14668
68500,reversed,10,8300
68500,almost,10,9935
68500,random,20,14702
68500,reversed,20,9012
68500,almost,20,8721
68500,random,30,14147
68500,reversed,30,9068
68500,almost,30,7992
68500,random,50,16110
68500,reversed,50,10388
68500,almost,50,8257
68600,random,0,22129
68600,reversed,0,15353
68600,almost,0,16212
68600,random,5,17260
68600,reversed,5,10655
68600,almost,5,10504
68600,random,10,15336
68600,reversed,10,8537
68600,almost,10,11395
68600,random,20,14995
68600,reversed,20,8433
68600,almost,20,8106
68600,random,30,13551
68600,reversed,30,8472
68600,almost,30,8597
68600,random,50,14054
68600,reversed,50,9620
68600,almost,50,7546
68700,random,0,21419
68700,reversed,0,17292
68700,almost,0,16943
68700,random,5,16665
68700,reversed,5,10513
68700,almost,5,11111
68700,random,10,14409
68700,reversed,10,8768
68700,almost,10,10478
68700,random,20,15153
68700,reversed,20,8428
