size,type,threshold,median_us
29000,almost,30,3088
29000,random,50,5587
29000,reversed,50,3509
29000,almost,50,3010
29100,random,0,8679
29100,reversed,0,5894
29100,almost,0,6913
29100,random,5,6292
29100,reversed,5,3914
29100,almost,5,4186
29100,random,10,5965
29100,reversed,10,3290
29100,almost,10,3673
29100,random,20,5921
29100,reversed,20,3351
29100,almost,20,3537
29100,random,30,6148
29100,reversed,30,3597
29100,almost,30,3689
29100,random,50,5654
29100,reversed,50,3746
29100,almost,50,2977
29200,random,0,9450
29200,reversed,0,6697
29200,almost,0,7450
29200,random,5,7110
29200,reversed,5,4568
29200,almost,5,4315
29200,random,10,5985
29200,reversed,10,3665
29200,almost,10,3524
29200,random,20,5444
29200,reversed,20,3631
29200,almost,20,3673
29200,random,30,5635
29200,reversed,30,3669
29200,almost,30,3168
29200,random,50,5840
29200,reversed,50,3737
29200,almost,50,2801
29300,random,0,8988
29300,reversed,0,6357
29300,almost,0,8299
29300,random,5,6731
29300,reversed,5,4252
29300,almost,5,4645
29300,random,10,6118
29300,reversed,10,5754
29300,almost,10,4197
29300,random,20,5615
29300,reversed,20,3354
29300,almost,20,3219
29300,random,30,5810
29300,reversed,30,3875
29300,almost,30,3071
29300,random,50,5862
29300,reversed,50,4815
29300,almost,50,2973
29400,random,0,9860
29400,reversed,0,7251
29400,almost,0,6956
29400,random,5,6813
29400,reversed,5,4109
29400,almost,5,4529
29400,random,10,6452
29400,reversed,10,3532
29400,almost,10,3863
29400,random,20,5767
29400,reversed,20,3401
29400,almost,20,3480
29400,random,30,6032
29400,reversed,30,3542
29400,almost,30,2990
29400,random,50,5809
29400,reversed,50,3644
29400,almost,50,2838
29500,random,0,9746
29500,reversed,0,6633
29500,almost,0,6681
29500,random,5,6442
29500,reversed,5,3880
29500,almost,5,4389
29500,random,10,6255
29500,reversed,10,3428
29500,almost,10,4103
29500,random,20,6980
29500,reversed,20,3356
29500,almost,20,3930
29500,random,30,5688
29500,reversed,30,3728
29500,almost,30,3063
29500,random,50,5523
29500,reversed,50,3957
29500,almost,50,2846
29600,random,0,9345
29600,reversed,0,6327
29600,almost,0,6957
29600,random,5,7052
29600,reversed,5,3917
29600,almost,5,4685
29600,random,10,6234
29600,reversed,10,3574
29600,almost,10,3922
29600,random,20,6294
29600,reversed,20,3884
29600,almost,20,3516
29600,random,30,5735
29600,reversed,30,4035
29600,almost,30,3704
29600,random,50,6432
29600,reversed,50,3984
29600,almost,50,3213
29700,random,0,9278
29700,reversed,0,6564
29700,almost,0,6498
29700,random,5,6673
29700,reversed,5,4416
29700,almost,5,4268
29700,random,10,6351
29700,reversed,10,3486
29700,almost,10,3856
29700,random,20,5962
29700,reversed,20,3132
29700,almost,20,3360
29700,random,30,5683
29700,reversed,30,4235
29700,almost,30,3130
29700,random,50,5902
29700,reversed,50,3929
29700,almost,50,3076
29800,random,0,9987
29800,reversed,0,6661
29800,almost,0,6756
29800,random,5,7161
29800,reversed,5,4109
29800,almost,5,4682
29800,random,10,5998
29800,reversed,10,3785
29800,almost,10,3636
29800,random,20,5935
29800,reversed,20,3185
29800,almost,20,3195
29800,random,30,6094
29800,reversed,30,4050
29800,almost,30,3310
29800,random,50,6098
29800,reversed,50,3879
29800,almost,50,2884
29900,random,0,9395
29900,reversed,0,6539
29900,almost,0,6660
29900,random,5,6624
29900,reversed,5,4178
29900,almost,5,4504
29900,random,10,6728
29900,reversed,10,3778
29900,almost,10,4173
29900,random,20,6350
29900,reversed,20,3602
29900,almost,20,3230
29900,random,30,6647
29900,reversed,30,4025
29900,almost,30,3086
29900,random,50,6056
29900,reversed,50,4279
29900,almost,50,3321
30000,random,0,10668
30000,reversed,0,6649
30000,almost,0,7200
30000,random,5,6932
30000,reversed,5,4185
30000,almost,5,4429
30000,random,10,6742
30000,reversed,10,3825
30000,almost,10,3846
30000,random,20,5936
30000,reversed,20,3202
30000,almost,20,5881
30000,random,30,6433
30000,reversed,30,4067
30000,almost,30,3193
30000,random,50,6433
30000,reversed,50,4389
30000,almost,50,2954
30100,random,0,10354
30100,reversed,0,6669
30100,almost,0,7211
30100,random,5,7921
30100,reversed,5,4640
30100,almost,5,4771
30100,random,10,6332
30100,reversed,10,3917
30100,almost,10,3748
30100,random,20,6018
30100,reversed,20,3678
30100,almost,20,3702
30100,random,30,5518
30100,reversed,30,3887
30100,almost,30,3072
30100,random,50,6234
30100,reversed,50,3718
30100,almost,50,3105
30200,random,0,10306
30200,reversed,0,6954
30200,almost,0,7586
30200,random,5,6836
30200,reversed,5,4743
30200,almost,5,4794
30200,random,10,6450
30200,reversed,10,3927
30200,almost,10,4157
30200,random,20,6204
30200,reversed,20,3570
30200,almost,20,3264
30200,random,30,6175
30200,reversed,30,4130
30200,almost,30,3208
30200,random,50,5646
30200,reversed,50,3688
30200,almost,50,3052
30300,random,0,10115
30300,reversed,0,6733
30300,almost,0,7202
30300,random,5,6351
30300,reversed,5,4180
30300,almost,5,4347
30300,random,10,6044
30300,reversed,10,3827
30300,almost,10,4202
30300,random,20,6199
30300,reversed,20,3213
30300,almost,20,3404
30300,random,30,6133
30300,reversed,30,4125
30300,almost,30,3064
30300,random,50,6009
30300,reversed,50,3980
30300,almost,50,3222
30400,random,0,10310
30400,reversed,0,6392
30400,almost,0,7165
30400,random,5,7206
30400,reversed,5,4193
30400,almost,5,4812
30400,random,10,6558
30400,reversed,10,3825
30400,almost,10,4166
30400,random,20,6200
30400,reversed,20,3679
30400,almost,20,3810
30400,random,30,5891
30400,reversed,30,4059
30400,almost,30,3213
30400,random,50,5771
30400,reversed,50,3993
30400,almost,50,3125
30500,random,0,9520
30500,reversed,0,6495
30500,almost,0,7395
30500,random,5,7215
30500,reversed,5,3924
30500,almost,5,4572
30500,random,10,6421
30500,reversed,10,3895
30500,almost,10,3625
30500,random,20,5741
30500,reversed,20,3264
30500,almost,20,3382
30500,random,30,7631
30500,reversed,30,5765
30500,almost,30,3065
30500,random,50,6164
30500,reversed,50,3924
30500,almost,50,3153
30600,random,0,10474
30600,reversed,0,6927
30600,almost,0,8262
30600,random,5,7036
30600,reversed,5,4356
30600,almost,5,4749
30600,random,10,5956
30600,reversed,10,3822
30600,almost,10,3895
30600,random,20,5830
30600,reversed,20,3602
30600,almost,20,3371
30600,random,30,6260
30600,reversed,30,3679
30600,almost,30,3305
30600,random,50,5647
30600,reversed,50,3650
30600,almost,50,3012
30700,random,0,9364
30700,reversed,0,6853
30700,almost,0,7288
30700,random,5,7400
30700,reversed,5,4412
30700,almost,5,4550
30700,random,10,6814
30700,reversed,10,5112
30700,almost,10,3716
30700,random,20,5815
30700,reversed,20,3422
30700,almost,20,3800
30700,random,30,6392
30700,reversed,30,4143
30700,almost,30,3322
30700,random,50,6175
30700,reversed,50,3956
30700,almost,50,3395
30800,random,0,9042
30800,reversed,0,7256
30800,almost,0,7437
30800,random,5,6726
30800,reversed,5,4465
30800,almost,5,4784
30800,random,10,6594
30800,reversed,10,3597
30800,almost,10,3942
30800,random,20,6155
30800,reversed,20,3661
30800,almost,20,3803
30800,random,30,5874
30800,reversed,30,4626
30800,almost,30,3411
30800,random,50,5868
30800,reversed,50,3972
30800,almost,50,3377
30900,random,0,9330
30900,reversed,0,7057
30900,almost,0,7091
30900,random,5,6922
30900,reversed,5,4472
30900,almost,5,4852
30900,random,10,6685
30900,reversed,10,3890
30900,almost,10,4225
30900,random,20,6376
30900,reversed,20,3677
30900,almost,20,3764
30900,random,30,6371
30900,reversed,30,4435
30900,almost,30,3090
30900,random,50,6375
30900,reversed,50,4191
30900,almost,50,3038
31000,random,0,9748
31000,reversed,0,6895
31000,almost,0,7776
31000,random,5,6815
31000,reversed,5,4009
31000,almost,5,4791
31000,random,10,6744
31000,reversed,10,3904
31000,almost,10,3675
31000,random,20,5916
31000,reversed,20,3518
31000,almost,20,3791
31000,random,30,6498
31000,reversed,30,3770
31000,almost,30,3150
31000,random,50,6028
31000,reversed,50,4057
31000,almost,50,3122
31100,random,0,9709
31100,reversed,0,7234
31100,almost,0,7679
31100,random,5,7696
31100,reversed,5,4319
31100,almost,5,4665
31100,random,10,6270
31100,reversed,10,4675
31100,almost,10,4370
31100,random,20,6613
31100,reversed,20,4007
31100,almost,20,3680
31100,random,30,6853
31100,reversed,30,4114
31100,almost,30,7315
31100,random,50,10409
31100,reversed,50,4204
31100,almost,50,3681
31200,random,0,11383
31200,reversed,0,7374
31200,almost,0,7096
31200,random,5,7714
31200,reversed,5,8803
31200,almost,5,4965
31200,random,10,6295
31200,reversed,10,4391
31200,almost,10,4424
31200,random,20,6580
31200,reversed,20,4164
31200,almost,20,3979
31200,random,30,6835
31200,reversed,30,4700
31200,almost,30,3771
31200,random,50,6442
31200,reversed,50,4502
31200,almost,50,3636
31300,random,0,11517
31300,reversed,0,8592
31300,almost,0,7121
31300,random,5,7527
31300,reversed,5,4421
31300,almost,5,4551
31300,random,10,6659
31300,reversed,10,4060
31300,almost,10,4284
31300,random,20,6394
31300,reversed,20,3729
31300,almost,20,3309
31300,random,30,5794
31300,reversed,30,3960
31300,almost,30,3658
31300,random,50,5796
31300,reversed,50,3997
31300,almost,50,3042
31400,random,0,9941
31400,reversed,0,6536
31400,almost,0,6780
31400,random,5,7159
31400,reversed,5,4844
31400,almost,5,4787
31400,random,10,6670
31400,reversed,10,3658
31400,almost,10,3930
31400,random,20,6426
31400,reversed,20,3330
31400,almost,20,3781
31400,random,30,6035
31400,reversed,30,3598
31400,almost,30,3589
31400,random,50,6446
31400,reversed,50,4355
31400,almost,50,3445
31500,random,0,9485
31500,reversed,0,6855
31500,almost,0,7269
31500,random,5,7339
31500,reversed,5,4217
31500,almost,5,4873
31500,random,10,6571
31500,reversed,10,3978
31500,almost,10,4019
31500,random,20,5699
31500,reversed,20,3630
31500,almost,20,3765
31500,random,30,6395
31500,reversed,30,3880
31500,almost,30,3398
31500,random,50,6496
31500,reversed,50,4337
31500,almost,50,3233
31600,random,0,9417
31600,reversed,0,7125
31600,almost,0,6927
31600,random,5,7076
31600,reversed,5,4560
31600,almost,5,4701
31600,random,10,6225
31600,reversed,10,3923
31600,almost,10,3838
31600,random,20,6684
31600,reversed,20,4175
31600,almost,20,4456
31600,random,30,6527
31600,reversed,30,3598
31600,almost,30,3576
31600,random,50,6429
31600,reversed,50,4316
31600,almost,50,3124
31700,random,0,10117
31700,reversed,0,7219
31700,almost,0,7459
31700,random,5,7493
31700,reversed,5,4917
31700,almost,5,5016
31700,random,10,6901
31700,reversed,10,3593
31700,almost,10,4032
31700,random,20,6619
31700,reversed,20,3759
31700,almost,20,3530
31700,random,30,6542
31700,reversed,30,3429
31700,almost,30,3451
31700,random,50,6181
31700,reversed,50,4424
31700,almost,50,3430
31800,random,0,9667
31800,reversed,0,6720
31800,almost,0,7505
31800,random,5,6812
31800,reversed,5,4178
31800,almost,5,4571
31800,random,10,6871
31800,reversed,10,4004
31800,almost,10,3923
31800,random,20,6095
31800,reversed,20,3626
31800,almost,20,3820
31800,random,30,5814
31800,reversed,30,3763
31800,almost,30,3779
31800,random,50,6018
31800,reversed,50,4154
31800,almost,50,3259
31900,random,0,10299
31900,reversed,0,6688
31900,almost,0,7016
31900,random,5,7412
31900,reversed,5,4197
31900,almost,5,4614
31900,random,10,6137
31900,reversed,10,3791
31900,almost,10,4305
31900,random,20,6558
31900,reversed,20,3583
31900,almost,20,3785
31900,random,30,6431
31900,reversed,30,3710
31900,almost,30,3665
31900,random,50,6122
31900,reversed,50,4131
31900,almost,50,3011
32000,random,0,10024
32000,reversed,0,7195
32000,almost,0,6701
32000,random,5,6944
32000,reversed,5,4796
32000,almost,5,5058
32000,random,10,6494
32000,reversed,10,3627
32000,almost,10,4040
32000,random,20,5870
32000,reversed,20,3428
32000,almost,20,3827
32000,random,30,6349
32000,reversed,30,4078
32000,almost,30,3792
32000,random,50,6452
32000,reversed,50,4407
32000,almost,50,3957
32100,random,0,10958
32100,reversed,0,7460
32100,almost,0,8347
32100,random,5,7470
32100,reversed,5,4682
32100,almost,5,4853
32100,random,10,7232
32100,reversed,10,3997
32100,almost,10,4468
32100,random,20,6544
32100,reversed,20,3662
32100,almost,20,3976
32100,random,30,7113
32100,reversed,30,7672
32100,almost,30,4300
32100,random,50,6441
32100,reversed,50,4441
32100,almost,50,3700
32200,random,0,11611
32200,reversed,0,7764
32200,almost,0,7001
32200,random,5,7255
32200,reversed,5,4448
32200,almost,5,5080
32200,random,10,6355
32200,reversed,10,3768
32200,almost,10,4309
32200,random,20,5968
32200,reversed,20,3549
32200,almost,20,3775
32200,random,30,8528
32200,reversed,30,5634
32200,almost,30,4599
32200,random,50,8720
32200,reversed,50,4787
32200,almost,50,4431
32300,random,0,14785
32300,reversed,0,11564
32300,almost,0,7001
32300,random,5,7567
32300,reversed,5,4656
32300,almost,5,5033
32300,random,10,6960
32300,reversed,10,4103
32300,almost,10,4447
32300,random,20,6639
32300,reversed,20,3893
32300,almost,20,3923
32300,random,30,6245
32300,reversed,30,3687
32300,almost,30,3429
32300,random,50,6979
32300,reversed,50,4700
32300,almost,50,3319
32400,random,0,11306
32400,reversed,0,7115
32400,almost,0,7758
32400,random,5,7072
32400,reversed,5,4176
32400,almost,5,5101
32400,random,10,7100
32400,reversed,10,3761
32400,almost,10,4110
32400,random,20,6668
32400,reversed,20,3956
32400,almost,20,3959
32400,random,30,6702
32400,reversed,30,3907
32400,almost,30,3811
32400,random,50,6248
32400,reversed,50,4053
32400,almost,50,3523
32500,random,0,10241
32500,reversed,0,7044
32500,almost,0,7781
32500,random,5,7583
32500,reversed,5,4259
32500,almost,5,5016
32500,random,10,6975
32500,reversed,10,4074
32500,almost,10,4427
32500,random,20,6632
32500,reversed,20,3892
32500,almost,20,3942
32500,random,30,7487
32500,reversed,30,3661
32500,almost,30,3800
32500,random,50,6237
32500,reversed,50,4335
32500,almost,50,3319
32600,random,0,9711
32600,reversed,0,6699
32600,almost,0,7643
32600,random,5,7711
32600,reversed,5,4430
32600,almost,5,5288
32600,random,10,7153
32600,reversed,10,3737
32600,almost,10,4329
32600,random,20,6088
32600,reversed,20,3803
32600,almost,20,3921
32600,random,30,6841
32600,reversed,30,3538
32600,almost,30,3573
32600,random,50,6640
32600,reversed,50,4764
32600,almost,50,3623
32700,random,0,10004
32700,reversed,0,6741
32700,almost,0,7355
32700,random,5,7265
32700,reversed,5,4247
32700,almost,5,4937
32700,random,10,7069
32700,reversed,10,3838
32700,almost,10,4335
32700,random,20,6482
32700,reversed,20,3747
32700,almost,20,3871
32700,random,30,6031
32700,reversed,30,3657
32700,almost,30,3668
32700,random,50,6620
32700,reversed,50,4237
32700,almost,50,3305
32800,random,0,10233
32800,reversed,0,7301
32800,almost,0,7711
32800,random,5,7065
32800,reversed,5,4211
32800,almost,5,4953
32800,random,10,7086
32800,reversed,10,3773
32800,almost,10,4169
32800,random,20,6463
32800,reversed,20,3814
32800,almost,20,4011
32800,random,30,6492
32800,reversed,30,9848
32800,almost,30,4177
32800,random,50,6338
32800,reversed,50,4127
32800,almost,50,3512
32900,random,0,11264
32900,reversed,0,6993
32900,almost,0,7415
32900,random,5,7005
32900,reversed,5,4621
32900,almost,5,5114
32900,random,10,7099
32900,reversed,10,4130
32900,almost,10,4072
32900,random,20,6368
32900,reversed,20,3995
32900,almost,20,3459
32900,random,30,6579
32900,reversed,30,3837
32900,almost,30,3586
32900,random,50,6897
32900,reversed,50,4193
32900,almost,50,3233
33000,random,0,10085
33000,reversed,0,6831
33000,almost,0,7263
33000,random,5,6991
33000,reversed,5,4288
33000,almost,5,5092
33000,random,10,6562
33000,reversed,10,3634
33000,almost,10,4100
33000,random,20,6312
33000,reversed,20,3833
33000,almost,20,3536
33000,random,30,6426
33000,reversed,30,3696
33000,almost,30,3991
33000,random,50,6120
33000,reversed,50,4303
33000,almost,50,3260
33100,random,0,10235
33100,reversed,0,7736
33100,almost,0,7805
33100,random,5,7090
33100,reversed,5,4679
33100,almost,5,5061
33100,random,10,6423
33100,reversed,10,4200
33100,almost,10,4026
33100,random,20,6420
33100,reversed,20,3975
33100,almost,20,4015
33100,random,30,6164
33100,reversed,30,3808
33100,almost,30,3513
33100,random,50,6644
33100,reversed,50,4483
33100,almost,50,3693
33200,random,0,10023
