sort_type,size,type,median_us
hybridsort,49000,reversed,11380
hybridsort,49000,almost,11222
quicksort,49100,random,19702
quicksort,49100,reversed,16488
quicksort,49100,almost,18835
hybridsort,49100,random,16817
hybridsort,49100,reversed,10851
hybridsort,49100,almost,11388
quicksort,49200,random,20399
quicksort,49200,reversed,16916
quicksort,49200,almost,16820
hybridsort,49200,random,16178
hybridsort,49200,reversed,11425
hybridsort,49200,almost,11806
quicksort,49300,random,17490
quicksort,49300,reversed,15316
quicksort,49300,almost,19284
hybridsort,49300,random,17321
hybridsort,49300,reversed,11147
hybridsort,49300,almost,12747
quicksort,49400,random,21379
quicksort,49400,reversed,18358
quicksort,49400,almost,18904
hybridsort,49400,random,15193
hybridsort,49400,reversed,11984
hybridsort,49400,almost,13085
quicksort,49500,random,21469
quicksort,49500,reversed,18740
quicksort,49500,almost,17135
hybridsort,49500,random,15402
hybridsort,49500,reversed,9772
hybridsort,49500,almost,10027
quicksort,49600,random,16308
quicksort,49600,reversed,15373
quicksort,49600,almost,15778
hybridsort,49600,random,18668
hybridsort,49600,reversed,12833
hybridsort,49600,almost,11850
quicksort,49700,random,17498
quicksort,49700,reversed,15854
quicksort,49700,almost,18624
hybridsort,49700,random,14110
hybridsort,49700,reversed,10416
hybridsort,49700,almost,11460
quicksort,49800,random,19863
quicksort,49800,reversed,19012
quicksort,49800,almost,15641
hybridsort,49800,random,14699
hybridsort,49800,reversed,10483
hybridsort,49800,almost,11902
quicksort,49900,random,20678
quicksort,49900,reversed,21134
quicksort,49900,almost,19397
hybridsort,49900,random,21762
hybridsort,49900,reversed,12586
hybridsort,49900,almost,15161
quicksort,50000,random,29935
quicksort,50000,reversed,20664
quicksort,50000,almost,17948
hybridsort,50000,random,18051
hybridsort,50000,reversed,11648
hybridsort,50000,almost,13099
quicksort,50100,random,21965
quicksort,50100,reversed,16856
quicksort,50100,almost,15875
hybridsort,50100,random,15334
hybridsort,50100,reversed,10504
hybridsort,50100,almost,12320
quicksort,50200,random,17258
quicksort,50200,reversed,16929
quicksort,50200,almost,15943
hybridsort,50200,random,15237
hybridsort,50200,reversed,10934
hybridsort,50200,almost,10643
quicksort,50300,random,18259
quicksort,50300,reversed,15954
quicksort,50300,almost,16202
hybridsort,50300,random,15655
hybridsort,50300,reversed,11190
hybridsort,50300,almost,11616
quicksort,50400,random,21399
quicksort,50400,reversed,16950
quicksort,50400,almost,16553
hybridsort,50400,random,16867
hybridsort,50400,reversed,12830
hybridsort,50400,almost,12809
quicksort,50500,random,22922
quicksort,50500,reversed,17516
quicksort,50500,almost,15314
hybridsort,50500,random,15819
hybridsort,50500,reversed,9799
hybridsort,50500,almost,12639
quicksort,50600,random,21058
quicksort,50600,reversed,18064
quicksort,50600,almost,14388
hybridsort,50600,random,16054
hybridsort,50600,reversed,11964
hybridsort,50600,almost,10971
quicksort,50700,random,22628
quicksort,50700,reversed,17998
quicksort,50700,almost,16380
hybridsort,50700,random,14025
hybridsort,50700,reversed,10963
hybridsort,50700,almost,10133
quicksort,50800,random,19024
quicksort,50800,reversed,16532
quicksort,50800,almost,17019
hybridsort,50800,random,16399
hybridsort,50800,reversed,11709
hybridsort,50800,almost,10797
quicksort,50900,random,19508
quicksort,50900,reversed,16008
quicksort,50900,almost,15582
hybridsort,50900,random,15277
hybridsort,50900,reversed,10295
hybridsort,50900,almost,13630
quicksort,51000,random,20591
quicksort,51000,reversed,18441
quicksort,51000,almost,18508
hybridsort,51000,random,17036
hybridsort,51000,reversed,11653
hybridsort,51000,almost,12271
quicksort,51100,random,21076
quicksort,51100,reversed,17532
quicksort,51100,almost,18291
hybridsort,51100,random,16569
hybridsort,51100,reversed,10851
hybridsort,51100,almost,12262
quicksort,51200,random,19511
quicksort,51200,reversed,18805
quicksort,51200,almost,18149
hybridsort,51200,random,15925
hybridsort,51200,reversed,9878
hybridsort,51200,almost,10104
quicksort,51300,random,17600
quicksort,51300,reversed,16098
quicksort,51300,almost,16791
hybridsort,51300,random,19060
hybridsort,51300,reversed,12484
hybridsort,51300,almost,9777
quicksort,51400,random,17289
quicksort,51400,reversed,16728
quicksort,51400,almost,17832
hybridsort,51400,random,12700
hybridsort,51400,reversed,5970
hybridsort,51400,almost,5941
quicksort,51500,random,13292
quicksort,51500,reversed,9840
quicksort,51500,almost,10026
hybridsort,51500,random,10009
hybridsort,51500,reversed,6361
hybridsort,51500,almost,6595
quicksort,51600,random,11181
quicksort,51600,reversed,11609
quicksort,51600,almost,22922
hybridsort,51600,random,10467
hybridsort,51600,reversed,7353
hybridsort,51600,almost,8696
quicksort,51700,random,12995
quicksort,51700,reversed,10025
quicksort,51700,almost,10066
hybridsort,51700,random,9487
hybridsort,51700,reversed,6477
hybridsort,51700,almost,6440
quicksort,51800,random,11474
quicksort,51800,reversed,10927
quicksort,51800,almost,10217
hybridsort,51800,random,9801
hybridsort,51800,reversed,6622
hybridsort,51800,almost,6424
quicksort,51900,random,13428
quicksort,51900,reversed,11358
quicksort,51900,almost,11337
hybridsort,51900,random,9798
hybridsort,51900,reversed,7239
hybridsort,51900,almost,6481
quicksort,52000,random,12051
quicksort,52000,reversed,9610
quicksort,52000,almost,11550
hybridsort,52000,random,8685
hybridsort,52000,reversed,5995
hybridsort,52000,almost,8417
quicksort,52100,random,11704
quicksort,52100,reversed,9679
quicksort,52100,almost,10876
hybridsort,52100,random,9081
hybridsort,52100,reversed,6313
hybridsort,52100,almost,6227
quicksort,52200,random,12267
quicksort,52200,reversed,9575
quicksort,52200,almost,9467
hybridsort,52200,random,8772
hybridsort,52200,reversed,7023
hybridsort,52200,almost,7273
quicksort,52300,random,11994
quicksort,52300,reversed,11652
quicksort,52300,almost,10080
hybridsort,52300,random,17353
hybridsort,52300,reversed,6381
hybridsort,52300,almost,6425
quicksort,52400,random,12089
quicksort,52400,reversed,10024
quicksort,52400,almost,12045
hybridsort,52400,random,11229
hybridsort,52400,reversed,8429
hybridsort,52400,almost,7442
quicksort,52500,random,15882
quicksort,52500,reversed,19346
quicksort,52500,almost,14477
hybridsort,52500,random,13738
hybridsort,52500,reversed,6783
hybridsort,52500,almost,8333
quicksort,52600,random,13395
quicksort,52600,reversed,10088
quicksort,52600,almost,9818
hybridsort,52600,random,9114
hybridsort,52600,reversed,6538
hybridsort,52600,almost,7118
quicksort,52700,random,13152
quicksort,52700,reversed,10899
quicksort,52700,almost,10199
hybridsort,52700,random,8970
hybridsort,52700,reversed,6134
hybridsort,52700,almost,6836
quicksort,52800,random,13889
quicksort,52800,reversed,10040
quicksort,52800,almost,10497
hybridsort,52800,random,9191
hybridsort,52800,reversed,6764
hybridsort,52800,almost,6506
quicksort,52900,random,12296
quicksort,52900,reversed,9620
quicksort,52900,almost,16852
hybridsort,52900,random,11095
hybridsort,52900,reversed,6191
hybridsort,52900,almost,6505
quicksort,53000,random,11659
quicksort,53000,reversed,9486
quicksort,53000,almost,9895
hybridsort,53000,random,8716
hybridsort,53000,reversed,7641
hybridsort,53000,almost,6609
quicksort,53100,random,13178
quicksort,53100,reversed,9894
quicksort,53100,almost,9726
hybridsort,53100,random,19186
hybridsort,53100,reversed,14245
hybridsort,53100,almost,12380
quicksort,53200,random,11369
quicksort,53200,reversed,10110
quicksort,53200,almost,10167
hybridsort,53200,random,10599
hybridsort,53200,reversed,6384
hybridsort,53200,almost,6593
quicksort,53300,random,12275
quicksort,53300,reversed,9652
quicksort,53300,almost,10069
hybridsort,53300,random,9210
hybridsort,53300,reversed,6739
hybridsort,53300,almost,7009
quicksort,53400,random,14473
quicksort,53400,reversed,9501
quicksort,53400,almost,10858
hybridsort,53400,random,9164
hybridsort,53400,reversed,6323
hybridsort,53400,almost,6558
quicksort,53500,random,11265
quicksort,53500,reversed,11019
quicksort,53500,almost,9887
hybridsort,53500,random,9565
hybridsort,53500,reversed,8648
hybridsort,53500,almost,6925
quicksort,53600,random,13481
quicksort,53600,reversed,9680
quicksort,53600,almost,10706
hybridsort,53600,random,8720
hybridsort,53600,reversed,6507
hybridsort,53600,almost,6534
quicksort,53700,random,12097
quicksort,53700,reversed,9894
quicksort,53700,almost,10317
hybridsort,53700,random,9122
hybridsort,53700,reversed,6892
hybridsort,53700,almost,6659
quicksort,53800,random,12523
quicksort,53800,reversed,11694
quicksort,53800,almost,9950
hybridsort,53800,random,8959
hybridsort,53800,reversed,6623
hybridsort,53800,almost,6443
quicksort,53900,random,13170
quicksort,53900,reversed,12834
quicksort,53900,almost,10977
hybridsort,53900,random,8901
hybridsort,53900,reversed,7411
hybridsort,53900,almost,6794
quicksort,54000,random,11701
quicksort,54000,reversed,10079
quicksort,54000,almost,12829
hybridsort,54000,random,11918
hybridsort,54000,reversed,7761
hybridsort,54000,almost,8439
quicksort,54100,random,12932
quicksort,54100,reversed,9550
quicksort,54100,almost,9950
hybridsort,54100,random,8936
hybridsort,54100,reversed,7963
hybridsort,54100,almost,10117
quicksort,54200,random,13940
quicksort,54200,reversed,9846
quicksort,54200,almost,10247
hybridsort,54200,random,17091
hybridsort,54200,reversed,13357
hybridsort,54200,almost,6552
quicksort,54300,random,11679
quicksort,54300,reversed,9947
quicksort,54300,almost,10851
hybridsort,54300,random,9300
hybridsort,54300,reversed,7453
hybridsort,54300,almost,7074
quicksort,54400,random,13279
quicksort,54400,reversed,10057
quicksort,54400,almost,13884
hybridsort,54400,random,9585
hybridsort,54400,reversed,6227
hybridsort,54400,almost,8826
quicksort,54500,random,13752
quicksort,54500,reversed,9681
quicksort,54500,almost,13912
hybridsort,54500,random,9076
hybridsort,54500,reversed,11538
hybridsort,54500,almost,7333
quicksort,54600,random,13786
quicksort,54600,reversed,10261
quicksort,54600,almost,10037
hybridsort,54600,random,12119
hybridsort,54600,reversed,6406
hybridsort,54600,almost,6629
quicksort,54700,random,11643
quicksort,54700,reversed,10175
quicksort,54700,almost,10181
hybridsort,54700,random,9122
hybridsort,54700,reversed,7780
hybridsort,54700,almost,10572
quicksort,54800,random,12398
quicksort,54800,reversed,10216
quicksort,54800,almost,11995
hybridsort,54800,random,10509
hybridsort,54800,reversed,6404
hybridsort,54800,almost,9380
quicksort,54900,random,12473
quicksort,54900,reversed,10340
quicksort,54900,almost,11194
hybridsort,54900,random,11625
hybridsort,54900,reversed,7161
hybridsort,54900,almost,9783
quicksort,55000,random,15756
quicksort,55000,reversed,12516
quicksort,55000,almost,10163
hybridsort,55000,random,9316
hybridsort,55000,reversed,6518
hybridsort,55000,almost,6433
quicksort,55100,random,13332
quicksort,55100,reversed,10029
quicksort,55100,almost,10107
hybridsort,55100,random,10813
hybridsort,55100,reversed,6924
hybridsort,55100,almost,6574
quicksort,55200,random,12043
quicksort,55200,reversed,10486
quicksort,55200,almost,10105
hybridsort,55200,random,10150
hybridsort,55200,reversed,7824
hybridsort,55200,almost,8604
quicksort,55300,random,13086
quicksort,55300,reversed,10110
quicksort,55300,almost,10358
hybridsort,55300,random,9165
hybridsort,55300,reversed,8272
hybridsort,55300,almost,7030
quicksort,55400,random,13117
quicksort,55400,reversed,10171
quicksort,55400,almost,10414
hybridsort,55400,random,14258
hybridsort,55400,reversed,12201
hybridsort,55400,almost,6532
quicksort,55500,random,12895
quicksort,55500,reversed,12543
quicksort,55500,almost,10460
hybridsort,55500,random,9290
hybridsort,55500,reversed,7248
hybridsort,55500,almost,7552
quicksort,55600,random,13673
quicksort,55600,reversed,10797
quicksort,55600,almost,10670
hybridsort,55600,random,9371
hybridsort,55600,reversed,6669
hybridsort,55600,almost,12755
quicksort,55700,random,12033
quicksort,55700,reversed,10662
quicksort,55700,almost,10418
hybridsort,55700,random,17985
hybridsort,55700,reversed,6646
hybridsort,55700,almost,7031
quicksort,55800,random,12013
quicksort,55800,reversed,15853
quicksort,55800,almost,11039
hybridsort,55800,random,11594
hybridsort,55800,reversed,6610
hybridsort,55800,almost,6743
quicksort,55900,random,12772
quicksort,55900,reversed,11249
quicksort,55900,almost,10137
hybridsort,55900,random,9800
hybridsort,55900,reversed,9729
hybridsort,55900,almost,8535
quicksort,56000,random,12843
quicksort,56000,reversed,10475
quicksort,56000,almost,21733
hybridsort,56000,random,16350
hybridsort,56000,reversed,10412
hybridsort,56000,almost,7979
quicksort,56100,random,13165
quicksort,56100,reversed,11518
quicksort,56100,almost,10319
hybridsort,56100,random,12168
hybridsort,56100,reversed,6475
hybridsort,56100,almost,7050
quicksort,56200,random,13359
quicksort,56200,reversed,9994
quicksort,56200,almost,10350
hybridsort,56200,random,10084
hybridsort,56200,reversed,6967
hybridsort,56200,almost,7367
quicksort,56300,random,13373
quicksort,56300,reversed,10345
quicksort,56300,almost,10389
hybridsort,56300,random,9727
hybridsort,56300,reversed,8090
hybridsort,56300,almost,6747
quicksort,56400,random,13490
quicksort,56400,reversed,10292
quicksort,56400,almost,11081
hybridsort,56400,random,9365
hybridsort,56400,reversed,6872
hybridsort,56400,almost,7089
quicksort,56500,random,12931
quicksort,56500,reversed,11815
quicksort,56500,almost,17669
hybridsort,56500,random,15628
hybridsort,56500,reversed,7093
hybridsort,56500,almost,6725
quicksort,56600,random,16252
quicksort,56600,reversed,10730
quicksort,56600,almost,12329
hybridsort,56600,random,9570
hybridsort,56600,reversed,6988
hybridsort,56600,almost,32340
quicksort,56700,random,47863
quicksort,56700,reversed,23344
quicksort,56700,almost,14617
hybridsort,56700,random,13537
hybridsort,56700,reversed,32898
hybridsort,56700,almost,31143
quicksort,56800,random,22593
quicksort,56800,reversed,13369
quicksort,56800,almost,17284
hybridsort,56800,random,13527
hybridsort,56800,reversed,8567
hybridsort,56800,almost,8184
quicksort,56900,random,15320
quicksort,56900,reversed,20912
quicksort,56900,almost,21854
hybridsort,56900,random,19086
hybridsort,56900,reversed,35031
hybridsort,56900,almost,33421
quicksort,57000,random,21476
quicksort,57000,reversed,15999
quicksort,57000,almost,20900
hybridsort,57000,random,19512
hybridsort,57000,reversed,11733
hybridsort,57000,almost,12364
quicksort,57100,random,19228
quicksort,57100,reversed,13993
quicksort,57100,almost,15047
hybridsort,57100,random,13405
hybridsort,57100,reversed,9227
hybridsort,57100,almost,13390
quicksort,57200,random,19916
quicksort,57200,reversed,25130
quicksort,57200,almost,18622
hybridsort,57200,random,18081
hybridsort,57200,reversed,12430
hybridsort,57200,almost,10420
quicksort,57300,random,14954
quicksort,57300,reversed,18658
quicksort,57300,almost,20981
hybridsort,57300,random,26925
hybridsort,57300,reversed,15936
hybridsort,57300,almost,14149
quicksort,57400,random,19945
quicksort,57400,reversed,19098
quicksort,57400,almost,18038
hybridsort,57400,random,13246
hybridsort,57400,reversed,10138
hybridsort,57400,almost,10204
quicksort,57500,random,15335
quicksort,57500,reversed,13513
quicksort,57500,almost,12620
hybridsort,57500,random,10586
hybridsort,57500,reversed,7063
hybridsort,57500,almost,7960
quicksort,57600,random,14275
quicksort,57600,reversed,11919
quicksort,57600,almost,11006
hybridsort,57600,random,10202
hybridsort,57600,reversed,7387
hybridsort,57600,almost,7746
quicksort,57700,random,13736
quicksort,57700,reversed,11214
quicksort,57700,almost,11372
hybridsort,57700,random,10902
hybridsort,57700,reversed,7147
hybridsort,57700,almost,7405
quicksort,57800,random,13351
quicksort,57800,reversed,11619
quicksort,57800,almost,12311
hybridsort,57800,random,10205
hybridsort,57800,reversed,7312
hybridsort,57800,almost,7306
quicksort,57900,random,13007
quicksort,57900,reversed,13434
quicksort,57900,almost,27195
hybridsort,57900,random,10800
hybridsort,57900,reversed,8688
hybridsort,57900,almost,8255
quicksort,58000,random,13549
quicksort,58000,reversed,12810
quicksort,58000,almost,15225
hybridsort,58000,random,12012
hybridsort,58000,reversed,9397
hybridsort,58000,almost,8567
quicksort,58100,random,15428
quicksort,58100,reversed,15053
quicksort,58100,almost,13922
hybridsort,58100,random,11679
hybridsort,58100,reversed,7239
hybridsort,58100,almost,7697
quicksort,58200,random,13517
quicksort,58200,reversed,11895
quicksort,58200,almost,13484
hybridsort,58200,random,12557
hybridsort,58200,reversed,7819
hybridsort,58200,almost,8978
quicksort,58300,random,16812
quicksort,58300,reversed,14435
quicksort,58300,almost,13056
hybridsort,58300,random,13403
hybridsort,58300,reversed,10141
hybridsort,58300,almost,10948
quicksort,58400,random,16572
quicksort,58400,reversed,13394
quicksort,58400,almost,11142
hybridsort,58400,random,12221
hybridsort,58400,reversed,8081
hybridsort,58400,almost,8862
quicksort,58500,random,23555
quicksort,58500,reversed,14352
quicksort,58500,almost,11346
hybridsort,58500,random,13853
hybridsort,58500,reversed,8739
hybridsort,58500,almost,10198
quicksort,58600,random,15210
quicksort,58600,reversed,12080
quicksort,58600,almost,12444
hybridsort,58600,random,11277
hybridsort,58600,reversed,8071
hybridsort,58600,almost,8512
quicksort,58700,random,14075
quicksort,58700,reversed,12592
quicksort,58700,almost,11862
hybridsort,58700,random,11795
hybridsort,58700,reversed,7311
hybridsort,58700,almost,9124
quicksort,58800,random,16506
quicksort,58800,reversed,11976
quicksort,58800,almost,12770
hybridsort,58800,random,11285
hybridsort,58800,reversed,8882
hybridsort,58800,almost,7482
quicksort,58900,random,14047
quicksort,58900,reversed,11597
quicksort,58900,almost,11507
hybridsort,58900,random,10208
hybridsort,58900,reversed,9075
hybridsort,58900,almost,7952
quicksort,59000,random,14033
quicksort,59000,reversed,12953
quicksort,59000,almost,11412
hybridsort,59000,random,10183
hybridsort,59000,reversed,7344
hybridsort,59000,almost,7867
quicksort,59100,random,13612
quicksort,59100,reversed,13059
quicksort,59100,almost,13958
hybridsort,59100,random,12959
hybridsort,59100,reversed,7771
hybridsort,59100,almost,7748
quicksort,59200,random,17296
quicksort,59200,reversed,11311
quicksort,59200,almost,11776
hybridsort,59200,random,10997
hybridsort,59200,reversed,7561
hybridsort,59200,almost,10451
quicksort,59300,random,18388
quicksort,59300,reversed,18535
quicksort,59300,almost,12070
hybridsort,59300,random,10051
hybridsort,59300,reversed,8035
hybridsort,59300,almost,7676
quicksort,59400,random,13845
quicksort,59400,reversed,11307
quicksort,59400,almost,11899
hybridsort,59400,random,13200
hybridsort,59400,reversed,11067
hybridsort,59400,almost,7858
quicksort,59500,random,13311
quicksort,59500,reversed,11963
quicksort,59500,almost,11136
hybridsort,59500,random,11085
hybridsort,59500,reversed,7855
hybridsort,59500,almost,8772
quicksort,59600,random,14604
quicksort,59600,reversed,11372
quicksort,59600,almost,11710
hybridsort,59600,random,10041
hybridsort,59600,reversed,7106
hybridsort,59600,almost,7412
quicksort,59700,random,14089
quicksort,59700,reversed,12329
quicksort,59700,almost,12352
hybridsort,59700,random,18463
hybridsort,59700,reversed,23846
hybridsort,59700,almost,8672
quicksort,59800,random,15783
quicksort,59800,reversed,13436
quicksort,59800,almost,13094
hybridsort,59800,random,10698
hybridsort,59800,reversed,7928
hybridsort,59800,almost,7843
quicksort,59900,random,14698
quicksort,59900,reversed,12540
quicksort,59900,almost,12048
hybridsort,59900,random,17104
hybridsort,59900,reversed,9890
hybridsort,59900,almost,13745
quicksort,60000,random,22646
quicksort,60000,reversed,14706
quicksort,60000,almost,12436
hybridsort,60000,random,13141
hybridsort,60000,reversed,8056
hybridsort,60000,almost,8187
quicksort,60100,random,16193
quicksort,60100,reversed,13104
quicksort,60100,almost,13030
hybridsort,60100,random,12037
hybridsort,60100,reversed,8006
hybridsort,60100,almost,8053
quicksort,60200,random,14647
quicksort,60200,reversed,13103
quicksort,60200,almost,12366
hybridsort,60200,random,12142
hybridsort,60200,reversed,8390
hybridsort,60200,almost,8422
quicksort,60300,random,13973
quicksort,60300,reversed,12033
quicksort,60300,almost,12268
hybridsort,60300,random,11448
hybridsort,60300,reversed,12443
hybridsort,60300,almost,7722
quicksort,60400,random,24722
quicksort,60400,reversed,20525
quicksort,60400,almost,19711
hybridsort,60400,random,23477
hybridsort,60400,reversed,13608
hybridsort,60400,almost,13801
quicksort,60500,random,26080
quicksort,60500,reversed,23457
quicksort,60500,almost,23289
hybridsort,60500,random,22415
hybridsort,60500,reversed,19006
hybridsort,60500,almost,15394
quicksort,60600,random,26324
quicksort,60600,reversed,26391
quicksort,60600,almost,24918
hybridsort,60600,random,31639
hybridsort,60600,reversed,16168
hybridsort,60600,almost,27207
quicksort,60700,random,88736
quicksort,60700,reversed,48083
quicksort,60700,almost,27828
hybridsort,60700,random,32748
hybridsort,60700,reversed,16984
hybridsort,60700,almost,18768
quicksort,60800,random,54254
quicksort,60800,reversed,29337
quicksort,60800,almost,31469
hybridsort,60800,random,27835
hybridsort,60800,reversed,17924
hybridsort,60800,almost,18214
quicksort,60900,random,33371
quicksort,60900,reversed,28530
quicksort,60900,almost,39016
hybridsort,60900,random,75230
hybridsort,60900,reversed,27051
hybridsort,60900,almost,17296
quicksort,61000,random,32996
quicksort,61000,reversed,28891
quicksort,61000,almost,26813
hybridsort,61000,random,21420
hybridsort,61000,reversed,16900
hybridsort,61000,almost,17008
quicksort,61100,random,26933
quicksort,61100,reversed,25135
quicksort,61100,almost,26687
hybridsort,61100,random,22113
hybridsort,61100,reversed,16466
hybridsort,61100,almost,18935
quicksort,61200,random,34598
quicksort,61200,reversed,24615
quicksort,61200,almost,25474
hybridsort,61200,random,24196
hybridsort,61200,reversed,16851
hybridsort,61200,almost,17118
quicksort,61300,random,34149
quicksort,61300,reversed,45904
quicksort,61300,almost,13608
hybridsort,61300,random,12041
hybridsort,61300,reversed,8043
hybridsort,61300,almost,8532
quicksort,61400,random,14949
quicksort,61400,reversed,13033
quicksort,61400,almost,11896
hybridsort,61400,random,16405
hybridsort,61400,reversed,8509
hybridsort,61400,almost,9127
quicksort,61500,random,14791
quicksort,61500,reversed,13247
quicksort,61500,almost,11270
hybridsort,61500,random,14642
hybridsort,61500,reversed,8626
hybridsort,61500,almost,8299
quicksort,61600,random,15671
quicksort,61600,reversed,12304
quicksort,61600,almost,12094
hybridsort,61600,random,11313
hybridsort,61600,reversed,8841
hybridsort,61600,almost,9448
quicksort,61700,random,13738
quicksort,61700,reversed,12681
quicksort,61700,almost,11829
hybridsort,61700,random,10604
hybridsort,61700,reversed,7391
hybridsort,61700,almost,8076
quicksort,61800,random,13402
quicksort,61800,reversed,11652
quicksort,61800,almost,12259
hybridsort,61800,random,10675
hybridsort,61800,reversed,8020
hybridsort,61800,almost,7577
quicksort,61900,random,14790
quicksort,61900,reversed,14680
quicksort,61900,almost,13139
hybridsort,61900,random,11390
hybridsort,61900,reversed,8411
hybridsort,61900,almost,8798
quicksort,62000,random,14687
quicksort,62000,reversed,13682
quicksort,62000,almost,12751
hybridsort,62000,random,12413
hybridsort,62000,reversed,8064
hybridsort,62000,almost,8144
quicksort,62100,random,14823
quicksort,62100,reversed,11733
quicksort,62100,almost,11823
hybridsort,62100,random,11111
hybridsort,62100,reversed,8222
hybridsort,62100,almost,8746
quicksort,62200,random,14007
quicksort,62200,reversed,12201
quicksort,62200,almost,11955
hybridsort,62200,random,11536
hybridsort,62200,reversed,8027
hybridsort,62200,almost,9316
quicksort,62300,random,21587
quicksort,62300,reversed,12006
quicksort,62300,almost,11687
hybridsort,62300,random,10880
hybridsort,62300,reversed,8166
hybridsort,62300,almost,8679
quicksort,62400,random,14048
quicksort,62400,reversed,12635
quicksort,62400,almost,13294
hybridsort,62400,random,15198
hybridsort,62400,reversed,8372
hybridsort,62400,almost,10249
quicksort,62500,random,16954
quicksort,62500,reversed,12406
quicksort,62500,almost,12794
hybridsort,62500,random,11755
hybridsort,62500,reversed,9040
hybridsort,62500,almost,10069
quicksort,62600,random,13920
quicksort,62600,reversed,19177
quicksort,62600,almost,12470
hybridsort,62600,random,11952
hybridsort,62600,reversed,12172
hybridsort,62600,almost,14807
quicksort,62700,random,25711
quicksort,62700,reversed,29874
quicksort,62700,almost,12425
hybridsort,62700,random,12830
hybridsort,62700,reversed,7835
hybridsort,62700,almost,8150
quicksort,62800,random,15424
quicksort,62800,reversed,11384
quicksort,62800,almost,11950
hybridsort,62800,random,15642
hybridsort,62800,reversed,11412
hybridsort,62800,almost,9925
quicksort,62900,random,15950
quicksort,62900,reversed,11452
quicksort,62900,almost,21161
hybridsort,62900,random,12866
hybridsort,62900,reversed,7464
hybridsort,62900,almost,8547
quicksort,63000,random,14635
quicksort,63000,reversed,12441
quicksort,63000,almost,12810
hybridsort,63000,random,11337
hybridsort,63000,reversed,9229
hybridsort,63000,almost,8270
quicksort,63100,random,15920
quicksort,63100,reversed,12858
quicksort,63100,almost,12328
hybridsort,63100,random,10790
hybridsort,63100,reversed,8501
hybridsort,63100,almost,8358
quicksort,63200,random,14035
quicksort,63200,reversed,12090
quicksort,63200,almost,15610
hybridsort,63200,random,11832
hybridsort,63200,reversed,9076
hybridsort,63200,almost,9311
quicksort,63300,random,16646
quicksort,63300,reversed,13813
quicksort,63300,almost,15709
hybridsort,63300,random,10971
hybridsort,63300,reversed,9398
hybridsort,63300,almost,9129
quicksort,63400,random,15471
quicksort,63400,reversed,12484
quicksort,63400,almost,13890
hybridsort,63400,random,12935
hybridsort,63400,reversed,7836
hybridsort,63400,almost,8140
quicksort,63500,random,15016
quicksort,63500,reversed,20362
quicksort,63500,almost,31356
hybridsort,63500,random,20417
hybridsort,63500,reversed,15882
hybridsort,63500,almost,14601
quicksort,63600,random,23589
quicksort,63600,reversed,22514
quicksort,63600,almost,23657
hybridsort,63600,random,20778
hybridsort,63600,reversed,14209
hybridsort,63600,almost,15415
quicksort,63700,random,27647
quicksort,63700,reversed,26463
quicksort,63700,almost,24473
hybridsort,63700,random,22646
hybridsort,63700,reversed,15903
hybridsort,63700,almost,17762
quicksort,63800,random,28974
quicksort,63800,reversed,24430
quicksort,63800,almost,29053
hybridsort,63800,random,50940
hybridsort,63800,reversed,19711
hybridsort,63800,almost,21118
quicksort,63900,random,29358
quicksort,63900,reversed,24461
quicksort,63900,almost,25487
hybridsort,63900,random,21818
hybridsort,63900,reversed,17017
hybridsort,63900,almost,15896
quicksort,64000,random,28033
quicksort,64000,reversed,27119
quicksort,64000,almost,25710
hybridsort,64000,random,23191
hybridsort,64000,reversed,16882
hybridsort,64000,almost,17074
quicksort,64100,random,31020
quicksort,64100,reversed,67304
quicksort,64100,almost,35913
hybridsort,64100,random,41451
hybridsort,64100,reversed,16384
hybridsort,64100,almost,17311
quicksort,64200,random,30387
quicksort,64200,reversed,24491
quicksort,64200,almost,26346
hybridsort,64200,random,23279
hybridsort,64200,reversed,21672
hybridsort,64200,almost,26905
quicksort,64300,random,33935
quicksort,64300,reversed,12372
quicksort,64300,almost,13318
hybridsort,64300,random,11289
hybridsort,64300,reversed,9211
hybridsort,64300,almost,8142
quicksort,64400,random,16675
quicksort,64400,reversed,12383
quicksort,64400,almost,13049
hybridsort,64400,random,11576
hybridsort,64400,reversed,8059
hybridsort,64400,almost,8503
quicksort,64500,random,15299
quicksort,64500,reversed,12791
quicksort,64500,almost,13492
hybridsort,64500,random,11692
hybridsort,64500,reversed,8392
hybridsort,64500,almost,7975
quicksort,64600,random,14849
quicksort,64600,reversed,13609
quicksort,64600,almost,13713
hybridsort,64600,random,12057
hybridsort,64600,reversed,8293
hybridsort,64600,almost,8490
quicksort,64700,random,15645
quicksort,64700,reversed,11719
quicksort,64700,almost,12430
hybridsort,64700,random,16463
hybridsort,64700,reversed,8050
hybridsort,64700,almost,8019
quicksort,64800,random,16313
quicksort,64800,reversed,13073
quicksort,64800,almost,13202
hybridsort,64800,random,11780
hybridsort,64800,reversed,8584
hybridsort,64800,almost,9086
quicksort,64900,random,15381
quicksort,64900,reversed,12893
quicksort,64900,almost,12724
hybridsort,64900,random,12327
hybridsort,64900,reversed,7967
hybridsort,64900,almost,8933
quicksort,65000,random,15611
quicksort,65000,reversed,13538
quicksort,65000,almost,14381
hybridsort,65000,random,11595
hybridsort,65000,reversed,7831
hybridsort,65000,almost,7981
quicksort,65100,random,14141
quicksort,65100,reversed,14104
